participantId,sex_participant,ethnicity_participant,photoId,emotion,ethnicity,sex,age,label,url,sentimentScore,sexC,ageC,ethnicityC,correct,condition,condition.dummy,condition.center,participantIdF,photoIdF
0,Female,White or Caucasian,Q2,neutral,bipoc,female,adult,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bJXdODAZHOaG0rI,0,-0.5,0.5,-0.5,0,forced,1,0.5,0,Q2
0,Female,White or Caucasian,Q163,happiness,white,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eWnGys8SLE5J3Cu,0.5574,0.5,-0.5,0.5,1,forced,1,0.5,0,Q163
0,Female,White or Caucasian,Q77,disgust,bipoc,male,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1Zx26VAbwv9uFFQ,-0.5994,0.5,0.5,-0.5,1,forced,1,0.5,0,Q77
0,Female,White or Caucasian,Q78,disgust,bipoc,male,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bjzYq2UEKkXH7aC,-0.5994,0.5,-0.5,-0.5,1,forced,1,0.5,0,Q78
0,Female,White or Caucasian,Q162,happiness,white,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3NR7AkPxBUkdOQe,0.5574,0.5,0.5,0.5,1,forced,1,0.5,0,Q162
0,Female,White or Caucasian,Q20,fear,bipoc,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_54KW05fRgzNmLfE,-0.4939,0.5,0.5,-0.5,1,forced,1,0.5,0,Q20
0,Female,White or Caucasian,Q7,anger,white,female,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1XqAx3FzoRDFZt4,-0.5719,-0.5,-0.5,0.5,1,forced,1,0.5,0,Q7
0,Female,White or Caucasian,Q80,other,white,female,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_244QOC2to2Jetca,0,-0.5,-0.5,0.5,0,forced,1,0.5,0,Q80
0,Female,White or Caucasian,Q81,disgust,white,male,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7aEgC4sWsfM5I5E,-0.5994,0.5,0.5,0.5,1,forced,1,0.5,0,Q81
0,Female,White or Caucasian,Q160,happiness,white,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_57Gr1XAHK9uhWES,0.5574,-0.5,0.5,0.5,1,forced,1,0.5,0,Q160
0,Female,White or Caucasian,Q82,disgust,white,male,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7P182C9dn0ypgtE,-0.5994,0.5,-0.5,0.5,1,forced,1,0.5,0,Q82
0,Female,White or Caucasian,Q83,fear,bipoc,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9tzXvOnfZ589gH4,-0.4939,-0.5,0.5,-0.5,1,forced,1,0.5,0,Q83
0,Female,White or Caucasian,Q159,happiness,bipoc,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d060VdjZY82W38W,0.5574,0.5,-0.5,-0.5,1,forced,1,0.5,0,Q159
0,Female,White or Caucasian,Q84,sadness,bipoc,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BVeUJelcjahWwC,-0.4404,-0.5,-0.5,-0.5,0,forced,1,0.5,0,Q84
0,Female,White or Caucasian,Q85,surprise,bipoc,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e3vAzbw1fMlXZyu,0.2732,0.5,0.5,-0.5,0,forced,1,0.5,0,Q85
0,Female,White or Caucasian,Q158,happiness,bipoc,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agxa9UIrTk07jxQ,0.5574,0.5,0.5,-0.5,1,forced,1,0.5,0,Q158
0,Female,White or Caucasian,Q18,fear,bipoc,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6qVleJUYoACmf6C,-0.4939,-0.5,0.5,-0.5,1,forced,1,0.5,0,Q18
0,Female,White or Caucasian,Q154,surprise,white,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Z1hhf1G3PvXBci,0.2732,0.5,0.5,0.5,0,forced,1,0.5,0,Q154
0,Female,White or Caucasian,Q91,happiness,bipoc,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0xPTvIpG1sPU3QO,0.5574,-0.5,0.5,-0.5,1,forced,1,0.5,0,Q91
0,Female,White or Caucasian,Q8,anger,white,male,adult,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7PC2cgcyr5yUiOy,-0.5719,0.5,0.5,0.5,1,forced,1,0.5,0,Q8
0,Female,White or Caucasian,Q90,fear,white,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0AKqpsdouereE5M,-0.4939,0.5,-0.5,0.5,1,forced,1,0.5,0,Q90
0,Female,White or Caucasian,Q76,other,bipoc,female,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e9BJyTeFPLQ7ZUq,0,-0.5,-0.5,-0.5,0,forced,1,0.5,0,Q76
0,Female,White or Caucasian,Q155,surprise,white,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mNPsRAgBbHenPM,0.2732,0.5,-0.5,0.5,0,forced,1,0.5,0,Q155
0,Female,White or Caucasian,Q88,surprise,white,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_40G6uAIeohgXMGi,0.2732,-0.5,-0.5,0.5,0,forced,1,0.5,0,Q88
0,Female,White or Caucasian,Q156,happiness,bipoc,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0GtSGAki0COJYO2,0.5574,-0.5,0.5,-0.5,1,forced,1,0.5,0,Q156
0,Female,White or Caucasian,Q87,surprise,white,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5AWayt9Py1ZQmUe,0.2732,-0.5,0.5,0.5,0,forced,1,0.5,0,Q87
0,Female,White or Caucasian,Q86,other,bipoc,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byJrSqTzp3ZhZ9Y,0,0.5,-0.5,-0.5,0,forced,1,0.5,0,Q86
0,Female,White or Caucasian,Q157,happiness,bipoc,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2tmtlm0JLZje0S,0.5574,-0.5,-0.5,-0.5,1,forced,1,0.5,0,Q157
0,Female,White or Caucasian,Q19,fear,bipoc,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4HJDfrqWWlJ7wRU,-0.4939,-0.5,-0.5,-0.5,1,forced,1,0.5,0,Q19
0,Female,White or Caucasian,Q89,fear,white,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9WR2cEWgwYWx7sa,-0.4939,0.5,0.5,0.5,1,forced,1,0.5,0,Q89
0,Female,White or Caucasian,Q92,happiness,bipoc,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cGTIBhdTVZFLwdE,0.5574,-0.5,-0.5,-0.5,1,forced,1,0.5,0,Q92
0,Female,White or Caucasian,Q75,other,bipoc,female,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0kOdQHclITzXgIC,0,-0.5,0.5,-0.5,0,forced,1,0.5,0,Q75
0,Female,White or Caucasian,Q74,other,white,male,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dhTzFnZMWrTfBGK,0,0.5,-0.5,0.5,0,forced,1,0.5,0,Q74
0,Female,White or Caucasian,Q174,sadness,bipoc,male,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pvcXJMnnou5XxA,-0.4404,0.5,0.5,-0.5,1,forced,1,0.5,0,Q174
0,Female,White or Caucasian,Q5,anger,bipoc,male,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_egtCOrU9KOm233M,-0.5719,0.5,-0.5,-0.5,1,forced,1,0.5,0,Q5
0,Female,White or Caucasian,Q23,fear,white,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cXRPI85VJ3YAOdo,-0.4939,-0.5,-0.5,0.5,1,forced,1,0.5,0,Q23
